Position;Rank;Name;Uri;ImageUri;Industry;Country;Revenue;MarketValue;Headquarters;Ceo;Profits;Assets;State;SquareImage;Thumbnail
396;396;Saudi Telecom;saudi-telecom;saudi-telecom;Telecommunications services;Saudi Arabia;13577,0;42791,0;Saudi Arabia;Nasser A. Al-Nasser;2728,9;30669,0;;;
47;47;Sberbank;sberbank;sberbank;Regional Banks;Russia;46326,0;86311,0;Russia;Herman Gref;13448,6;470933,0;;;
802;802;Scentre Group;scentre-group;scentre-group;Investment Services;Australia;1893,0;16472,0;Australia;Peter Allen;3233,1;29265,0;;;
848;848;Schaeffler;schaeffler;schaeffler;Auto & Truck Parts;Germany;16358,0;10731,0;Germany;Klaus Rosenfeld;1099,7;14580,0;;;
913;913;Schindler Holding;schindler-holding;schindler-holding;Other Industrial Equipment;Switzerland;10342,0;23026,0;Switzerland;Thomas Oetterli;837,2;8852,0;;;
520;520;Schlumberger;schlumberger;schlumberger;Oil Services & Equipment;United States;31375,0;98455,0;Texas;Paal Kibsgaard;-1259,0;71478,0;Texas;;
256;256;Schneider Electric;schneider-electric;schneider-electric;Electrical Equipment;France;27908,0;48385,0;France;Jean-Pascal Tricoire;2425,1;47851,0;;;
1034;1034;Schroders;schroders;schroders;Investment Services;United Kingdom;3268,0;13195,0;United Kingdom;Peter Harrison;763,7;30421,0;;;
1036;1035;Scor;scor;scor;Diversified Insurance;France;15873,0;7611,0;France;Denis Kessler;322,6;49469,0;;;
970;968;Seagate Technology;seagate-technology;seagate-technology;Computer Storage Devices;Ireland;10755,0;16279,0;Ireland;William Mosley;835,0;9012,0;;;
1747;1747;Sears Holdings;sears-holdings;sears-holdings;Discount Stores;United States;16702,0;369,0;Illinois;Edward Lampert;-383,0;7554,0;Illinois;;
902;902;Secom;secom;secom;Security Systems;Japan;8758,0;16543,0;Japan;Wen Li;784,9;16176,0;;;
1989;1989;Securitas;securitas;securitas;Business & Personal Services;Sweden;11126,0;5884,0;Sweden;Magnus Ahlqvist;335,7;6188,0;;;
1505;1505;Segro;segro;segro;Real Estate;United Kingdom;382,0;8959,0;United Kingdom;David Sleath;1226,9;10734,0;;;
1888;1887;Seiko Epson;seiko-epson;seiko-epson;Business Products & Supplies;Japan;9944,0;6695,0;Japan;Minoru Usui;377,5;9716,0;;;
1397;1397;Sekisui Chemical;sekisui-chemical;sekisui-chemical;Construction Services;Japan;9992,0;7984,0;Japan;Naofumi Negishi;572,6;9395,0;;;
670;670;Sekisui House;sekisui-house;sekisui-house;Construction Services;Japan;19314,0;12650,0;Japan;Toshinori Abe;1191,6;22161,0;;;
1971;1971;Sembcorp Industries;sembcorp-industries;sembcorp-industries;Electric Utilities;Singapore;6608,0;4149,0;Singapore;Neil McGregor;105,8;17157,0;;;
768;768;Sempra Energy;sempra-energy;sempra-energy;Natural Gas Utilities;United States;11128,0;28284,0;California;Jeffrey Martin;191,0;60485,0;California;;
1772;1772;Senshu Ikeda Holdings;senshu-ikeda-holdings;senshu-ikeda-holdings;Regional Banks;Japan;847,0;1100,0;Japan;Kazuyuki Kataoka;89,8;48921,0;;;
1640;1640;ServiceNow;servicenow;no-pic;Software & Programming;United States;2105,0;31602,0;California;John Donahoe II;-97,8;3704,0;California;//specials-images.forbesimg.com/imageserve/5b0d66dc31358e612fba5448/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5b0d66dc31358e612fba5448/280x425.jpg?fit=scale&background=000000
263;263;Seven & I Holdings;seven-i-holdings;seven-i-holdings;Food Retail;Japan;54197,0;38867,0;Japan;Dong Zhang;1626,0;51497,0;;;
982;982;Severstal;severstal;severstal;Iron & Steel;Russia;8252,0;13393,0;Russia;Shevelev Alexander;1459,3;7068,0;;;
855;855;Shaanxi Coal Industry;shaanxi-coal-industry;shaanxi-coal-industry;Diversified Metals & Mining;China;7322,0;13545,0;China;Long Min;1602,0;17355,0;;;
1775;1775;Shandong Chenming Paper B HKD;shandong-chenming-paper-b-hkd;no-pic;Paper & Paper Products;China;4618,0;3964,0;China;Guang Geng;580,0;17019,0;;;
1899;1898;Shandong Gold Mining;shandong-gold-mining;shandong-gold-mining;Diversified Metals & Mining;China;8292,0;8426,0;China;Pei Wang;174,5;6689,0;;;
1525;1525;Shanghai Commercial & Savings Bank;shanghai-commercial-savings-bank;shanghai-commercial-savings-bank;Regional Banks;Taiwan;1501,0;5160,0;Taiwan;Shan Chen;407,1;58252,0;;;
1068;1068;Shanghai Construction;shanghai-construction;shanghai-construction;Construction Services;China;21904,0;5131,0;China;Kyung-Shik Son;394,5;30292,0;;;
943;943;Shanghai Electric Group;shanghai-electric-group;shanghai-electric-group;Heavy Equipment;China;11949,0;11993,0;China;Jian Zheng;396,0;31609,0;;;
1663;1662;Shanghai Fosun Pharmaceutical;shanghai-fosun-pharmaceutical-group;shanghai-fosun-pharmaceutical-group;Pharmaceuticals;China;3049,0;14479,0;China;Yi Wu;465,7;10127,0;;;
1960;1960;Shanghai Ganglian E-Commerce Holdings;shanghai-ganglian-e-commerce-holdings;no-pic;Software & Programming;China;11769,0;1616,0;China;Bo Gao;9,5;1701,0;;;
1471;1471;Shanghai International Airport;shanghai-international-airport;no-pic;Other Transportation;China;1271,0;15998,0;China;Zhi Hu;590,0;4507,0;;;
760;760;Shanghai International Port;shanghai-international-port;shanghai-international-port;Other Transportation;China;5570,0;24694,0;China;Xu Chen;1817,5;22647,0;;;
1931;1931;Shanghai Lujianzi;shanghai-lujianzi;no-pic;Real Estate;China;1173,0;8223,0;China;Ji Jia;509,0;12614,0;;;
896;896;Shanghai Pharmaceuticals;shanghai-pharmaceuticals;shanghai-pharmaceuticals;Drug Retail;China;20174,0;11167,0;China;You Xu;534,3;18123,0;;;
70;70;Shanghai Pudong Development;shanghai-pudong-development;shanghai-pudong-development;Major Banks;China;48301,0;50739,0;China;Guo Gao;8163,2;974775,0;;;
1332;1332;Shanxi Taigang Stainless;shanxi-taigang-stainless;shanxi-taigang-stainless;Iron & Steel;China;10358,0;5395,0;China;Jian Gao;869,2;11557,0;;;
783;783;Sharp;sharp;sharp;Consumer Electronics;Japan;21900,0;14714,0;Japan;Chi Hsieh;634,0;17947,0;;;
882;881;Shengjing Bank;shengjing-bank;shengjing-bank;Regional Banks;China;6459,0;3899,0;China;Zhong Zhang;1123,5;158264,0;;;
899;899;Shenwan Hongyuan Group;shenwan-hongyuan-group;no-pic;Major Banks;China;1954,0;17432,0;China;Liang Chen;697,2;51851,0;;;
1854;1852;Shenzhen Investment;shenzhen-investment;no-pic;Consumer Financial Services;Hong Kong;1386,0;3295,0;Hong Kong;Hua Lu;635,3;14996,0;;;
1002;1002;Shenzhen Overseas;shenzhen-overseas;shenzhen-overseas;Hotels & Motels;China;4337,0;10555,0;China;Li Tsai;1036,9;37996,0;;;
1474;1472;Shenzhou International Group Holdings;shenzhou-international-group-holdings;shenzhou-international-group-holdings;Apparel/Accessories;China;2681,0;17197,0;China;Guan Huang;557,4;3700,0;;;
498;498;Sherwin-Williams;sherwin-williams;sherwin-williams;Home Improvement Retail;United States;16187,0;35649,0;Ohio;John Morikis;1783,2;20368,0;Ohio;;
1728;1727;Shiga Bank;shiga-bank;shiga-bank;Regional Banks;Japan;759,0;1340,0;Japan;Yoshio Daido;117,0;52212,0;;;
747;747;Shimao Property Holdings;shimao-property-holdings;shimao-property-holdings;Real Estate;Hong Kong;10400,0;9238,0;Hong Kong;Wing Hui;1160,7;47230,0;;;
1008;1008;Shimizu;shimizu;shimizu;Construction Services;Japan;13709,0;7933,0;Japan;Yoichi Miyamoto;766,7;16891,0;;;
1005;1005;Shin Kong Financial;shin-kong-financial;shin-kong-financial;Life & Health Insurance;Taiwan;14814,0;4212,0;Taiwan;Jih-Chu Lee;346,2;113713,0;;;
434;434;Shin-Etsu Chemical;shin-etsu-chemical;shin-etsu-chemical;Diversified Chemicals;Japan;13005,0;44416,0;Japan;Chihiro Kanagawa;2402,1;27347,0;;;
274;273;Shinhan Financial Group;shinhan-financial-group;shinhan-financial-group;Investment Services;South Korea;17603,0;21152,0;South Korea;Yong-Byoung Cho;2490,1;406602,0;;;
1365;1365;Shinsei Bank;shinsei-bank;shinsei-bank;Regional Banks;Japan;3209,0;4212,0;Japan;Shigeki Toma;463,9;88920,0;;;
1281;1280;Shionogi;shionogi;shionogi;Pharmaceuticals;Japan;3110,0;16497,0;Japan;Motozo Shiono;982,3;6794,0;;//specials-images.forbesimg.com/imageserve/59e4faf131358e542c03c83a/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/59e4faf131358e542c03c83a/280x425.jpg?fit=scale&background=000000
246;246;Shire;shire;shire;Pharmaceuticals;Ireland;15348,0;50304,0;Ireland;Flemming Ornskov;4434,0;67869,0;;;
1225;1225;Shiseido;shiseido;shiseido;Household/Personal Care;Japan;9351,0;26333,0;Japan;Masahiko Uotani;339,4;8524,0;;;
1348;1348;Shizuoka Bank;shizuoka-bank;shizuoka-bank;Regional Banks;Japan;1888,0;6135,0;Japan;Katsunori Nakanishi;452,3;108441,0;;;
1325;1325;Shoprite Holdings;shoprite-holdings;shoprite-holdings;Food Retail;South Africa;10937,0;10984,0;South Africa;Pieter Engelbrecht;443,5;5115,0;;;
1414;1414;Showa Shell Sekiyu;showa-shell-sekiyu;showa-shell-sekiyu;Oil & Gas Operations;Japan;19350,0;5572,0;Japan;Tsuyoshi Kameoka;469,9;9539,0;;;
654;654;Siam Cement;siam-cement;siam-cement;Specialized Chemicals;Thailand;13701,0;17708,0;Thailand;Roongrote Rangsiyopash;1514,5;18684,0;;;
623;623;Siam Commercial Bank;siam-commercial-bank;siam-commercial-bank;Regional Banks;Thailand;6807,0;14285,0;Thailand;Arthid Nanthawithaya;1288,9;97713,0;;;
1940;1938;Sichuan Changhong Electric;sichuan-changhong-electric;sichuan-changhong-electric;;China;11980,0;2245,0;China;Ti Liu;58,0;10505,0;;//specials-images.forbesimg.com/imageserve/5cd488015218470008b04767/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5cd488015218470008b04767/280x425.jpg?fit=scale&background=000000
51;51;Siemens;siemens;siemens;Conglomerates;Germany;94469,0;112503,0;Germany;Joe Kaeser;7139,8;163376,0;;//specials-images.forbesimg.com/imageserve/5cd488745218470008b04770/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5cd488745218470008b04770/280x425.jpg?fit=scale&background=000000
1711;1710;Signature Bank;signature-bank;signature-bank;Regional Banks;United States;1566,0;7012,0;New York;Joseph DePaolo;287,8;44436,0;New York;;
1974;1973;Signet Jewelers;signet-jewelers;signet-jewelers;Specialty Stores;Bermuda;6253,0;2250,0;Bermuda;Virginia Drosos;519,3;5840,0;;;
1131;1131;Sika;sika;sika;Construction Materials;Switzerland;6348,0;20643,0;Switzerland;Paul Schuler;653,8;5944,0;;;
1536;1535;Sime Darby;sime-darby;sime-darby;Conglomerates;Malaysia;8746,0;4631,0;Malaysia;Jeffri Davidson;677,3;6118,0;;;
1625;1624;Sime Darby Plantation;sime-darby-plantation;no-pic;Food Processing;Malaysia;3449,0;9365,0;Malaysia;Franki Dass;818,4;7209,0;;;
597;597;Simon Property Group;simon-property-group;simon-property-group;Real Estate;United States;5567,0;49518,0;Indiana;David Simon;1952,0;31018,0;Indiana;;
354;354;SingTel;singtel;singtel;Telecommunications services;Singapore;12686,0;43293,0;Singapore;Sock Chua;4081,3;36551,0;;//specials-images.forbesimg.com/imageserve/59e8c2474bbe6f37dda0c31f/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/59e8c2474bbe6f37dda0c31f/280x425.jpg?fit=scale&background=000000
1119;1119;Singapore Airlines;singapore-airlines;singapore-airlines;Airline;Singapore;11234,0;9874,0;Singapore;Choon Goh;414,9;20085,0;;;
1829;1828;Sino Biopharmaceutical;sino-biopharmaceutical;sino-biopharmaceutical;Biotechs;Hong Kong;2193,0;19792,0;Hong Kong;Ping Tse;321,0;3215,0;;;
1475;1472;Sino Land;sino-land;sino-land;Real Estate;Hong Kong;1549,0;5870,0;Hong Kong;Chee Ng;960,7;20304,0;;;
1150;1147;Sino-Ocean Land Holdings;sino-ocean-group-holding;no-pic;Real Estate;China;6885,0;5429,0;China;Ming Li;756,5;29468,0;;;
1715;1715;SinoPac Financial;sinopac-financial;sinopac-financial;Regional Banks;Taiwan;1557,0;3973,0;Taiwan;Shih Chu;298,6;53738,0;;;
381;381;Sinohydro Group;power-construction-corporation-of-china;no-pic;Construction Services;China;41183,0;15167,0;China;Hong Sun;1143,5;96368,0;;;
27;27;Sinopec;sinopec;sinopec;Oil & Gas Operations;China;326585,0;138569,0;China;Dong Zhao;8035,7;249937,0;;;
651;651;Sinopharm Group;sinopharm-group;sinopharm-group;Pharmaceuticals;China;41110,0;11747,0;China;Zhi Li;780,8;26035,0;;;
1985;1985;Sinotrans Ltd.;sinotrans;no-pic;Air Courier;China;10759,0;3553,0;China;Zhao Huxiang;342,0;9537,0;;;
1863;1862;Sinotruk Hong Kong;sinotruk-hong-kong;no-pic;Heavy Equipment;China;8215,0;3447,0;China;Bozhi Wang;448,1;9395,0;;;
1482;1482;Sistema;sistema;sistema;Telecommunications services;Russia;12172,0;1715,0;Russia;Andrei Dubovskov;-1614,6;19761,0;;;
1356;1356;Skanska;skanska;skanska;Construction Services;Sweden;18481,0;7850,0;Sweden;Anders Danielsson;351,0;13612,0;;;
1291;1290;Skyworks Solutions;skyworks-solutions;skyworks-solutions;Semiconductors;United States;3851,0;17663,0;Massachusetts;Liam Griffin;873,9;4745,0;Massachusetts;;
1335;1334;Smith & Nephew;smith-nephew;smith-nephew;Medical Equipment & Supplies;United Kingdom;4763,0;15391,0;United Kingdom;Namal Nawana;764,4;7866,0;;;
1358;1357;Smurfit Kappa Group;smurfit-kappa-group;smurfit-kappa-group;Paper & Paper Products;Ireland;9657,0;10018,0;Ireland;Anthony James;470,3;11438,0;;;
964;964;Snam;snam;snam;Electric Utilities;Italy;2812,0;15638,0;Italy;Marco Alverà;1011,8;26658,0;;;
1955;1953;Snap-on;snap-on;snap-on;Household/Personal Care;United States;4055,0;8432,0;Wisconsin;Nicholas Pinchuk;579,1;5318,0;Wisconsin;;
161;161;Société Générale;societe-generale;societe-generale;Major Banks;France;27831,0;38341,0;France;Frédéric Oudéa;2639,0;1531174,0;;;
699;699;Sodexo;sodexo;sodexo;Business & Personal Services;France;23495,0;14829,0;France;Denis Machuel;862,1;19109,0;;;
39;39;Softbank;softbank;softbank;Telecommunications services;Japan;82636,0;84919,0;Japan;Masayoshi Son;9176,6;293187,0;;//specials-images.forbesimg.com/imageserve/5b2803d031358e612fbc6f34/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5b2803d031358e612fbc6f34/280x425.jpg?fit=scale&background=000000
1087;1086;Sojitz;sojitz;sojitz;Trading Companies;Japan;16389,0;4804,0;Japan;Yoji Sato;512,9;22100,0;;;
708;708;Solvay;solvay;solvay;Diversified Chemicals;Belgium;13221,0;14327,0;Belgium;Jean-Pierre Clamadieu;966,6;25758,0;;//specials-images.forbesimg.com/imageserve/597a176d4bbe6f3eb800afe0/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/597a176d4bbe6f3eb800afe0/280x425.jpg?fit=scale&background=000000
331;331;Sompo;sompo;no-pic;Property & Casualty Insurance;Japan;32232,0;16434,0;Japan;Kengo Sakurada;1728,8;111380,0;;;
86;86;Sony;sony;sony;Consumer Electronics;Japan;77089,0;59896,0;Japan;Kenichiro Yoshida;4428,3;179272,0;;//specials-images.forbesimg.com/imageserve/5cd488fe5ea6490008c800de/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5cd488fe5ea6490008c800de/280x425.jpg?fit=scale&background=000000
926;926;South32;south32;no-pic;Diversified Metals & Mining;Australia;7227,0;15238,0;Australia;Graham Kerr;1155,2;14786,0;;;
286;286;Southern Company;southern-company;southern-company;Electric Utilities;United States;23779,0;45453,0;Georgia;Thomas Fanning;1152,0;111567,0;Georgia;//specials-images.forbesimg.com/imageserve/5a944d004bbe6f0fa8269701/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5a944d004bbe6f0fa8269701/280x425.jpg?fit=scale&background=000000
380;380;Southwest Airlines;southwest-airlines;southwest-airlines;Airline;United States;21233,0;30416,0;Texas;Gary Kelly;3600,0;25503,0;Texas;;
1975;1973;Southwestern Energy;southwestern-energy;southwestern-energy;Oil & Gas Operations;United States;3277,0;2512,0;Texas;William Way;903,0;7713,0;Texas;;
1889;1887;Spirit AeroSystems;spirit-aerosystems;spirit-aerosystems;Aerospace & Defense;United States;7025,0;9589,0;Kansas;Thomas Gentile;338,4;5370,0;Kansas;;
1942;1941;Splunk;splunk;no-pic;Computer Services;United States;1271,0;16826,0;California;Doug Merritt;-259,1;2044,0;California;;
1646;1644;Spotify Technology;spotify-technology;no-pic;Software & Programming;Luxembourg;4613,0;27029,0;Luxembourg;Daniel Ek;-1393,0;3938,0;;;
1784;1784;Square;square;square;Software & Programming;United States;2421,0;22024,0;California;;-71,7;2380,0;California;;
1944;1944;St Galler Kantonalbank;st-galler-kantonalbank;st-galler-kantonalbank;Regional Banks;Switzerland;594,0;3044,0;Switzerland;Roland Ledergerber;158,5;33451,0;;;
966;966;St. James's Place;st-jamess-place;st-jamess-place;Investment Services;United Kingdom;11595,0;8508,0;United Kingdom;Andrew Croft;187,9;121644,0;;;
376;376;Standard Bank Group;standard-bank-group;standard-bank-group;Regional Banks;South Africa;9586,0;28534,0;South Africa;Lungisa Fuzile;2016,2;163807,0;;;
309;309;Standard Chartered;standard-chartered;standard-chartered;Major Banks;United Kingdom;20958,0;34411,0;United Kingdom;Bill Winters;892,6;663501,0;;;
438;438;Standard Life;standard-life;standard-life;Life & Health Insurance;United Kingdom;21276,0;14772,0;United Kingdom;Martin Gilbert;900,2;261487,0;;;
684;683;Stanley Black & Decker;stanley-black-decker;stanley-black-decker;Household/Personal Care;United States;13151,0;22174,0;Connecticut;James Loree;1003,5;19683,0;Connecticut;;
370;370;Starbucks;starbucks;starbucks;Restaurants;United States;23466,0;79033,0;Washington;Kevin Johnson;4390,4;17554,0;Washington;//specials-images.forbesimg.com/imageserve/5cd489b15ea6490008c80103/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5cd489b15ea6490008c80103/280x425.jpg?fit=scale&background=000000
1530;1530;Starwood Property Trust;starwood-property-trust;starwood-property-trust;Real Estate;United States;943,0;5635,0;Connecticut;Barry Sternlicht;395,3;61127,0;Connecticut;;
490;489;State Bank of India;state-bank-of-india;state-bank-of-india;Regional Banks;India;46178,0;33275,0;India;Rajnish Kumar;1,2;535022,0;;;
292;292;State Street;state-street;state-street;Investment Services;United States;11790,0;37275,0;Massachusetts;Joseph Hooley;2335,0;250286,0;Massachusetts;;
1930;1928;Steel Authority of India;steel-authority-of-india;steel-authority-of-india;Iron & Steel;India;6636,0;4508,0;India;P. Singh;-411,0;17751,0;;;
1089;1089;Steel Dynamics;steel-dynamics;steel-dynamics;Iron & Steel;United States;9774,0;11379,0;Indiana;Mark Millett;839,5;6973,0;Indiana;;
776;775;Steinhoff International;steinhoff-international;steinhoff-international;Furniture & Fixtures;Netherlands;18124,0;574,0;Netherlands;Daniël van der Merwe;1359,0;37081,0;;;
1526;1526;Stockland Australia;stockland-australia;stockland-australia;Real Estate;Australia;2178,0;7726,0;Australia;Ching Lee;902,2;14757,0;;;
838;838;Stora Enso;stora-enso;stora-enso;Paper & Paper Products;Finland;11835,0;16267,0;Finland;Karl-Henrik Sundström;917,4;14541,0;;//specials-images.forbesimg.com/imageserve/5a1d80cf31358e286470ca8c/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5a1d80cf31358e286470ca8c/280x425.jpg?fit=scale&background=000000
1400;1400;Storebrand;storebrand;storebrand;Diversified Insurance;Norway;6139,0;3987,0;Norway;Odd Grefstad;324,9;72549,0;;;
543;543;Stryker;stryker;stryker;Medical Equipment & Supplies;United States;12730,0;63337,0;Michigan;Kevin Lobo;1019,0;22133,0;Michigan;;
407;407;Subaru;subaru;subaru;Auto & Truck Manufacturers;Japan;30724,0;25285,0;Japan;Yasuyuki Yoshinaga;1988,2;27121,0;;;
1998;1996;Sumec Corporation;sumec;no-pic;;China;11287,0;1205,0;China;Ji Cai;54,9;6930,0;;;
253;253;Sumitomo;sumitomo;sumitomo;Trading Companies;Japan;43555,0;21991,0;Japan;Kuniharu Nakamura;2783,7;73067,0;;;
705;705;Sumitomo Chemical;sumitomo-chemical;sumitomo-chemical;Diversified Chemicals;Japan;19493,0;9442,0;Japan;Osamu Ishitobi;1237,1;27726,0;;;
599;599;Sumitomo Electric;sumitomo-electric;sumitomo-electric;Auto & Truck Parts;Japan;27810,0;12086,0;Japan;Masayoshi Matsumoto;1085,7;28371,0;;;
988;987;Sumitomo Metal Mining;sumitomo-metal-mining;sumitomo-metal-mining;Diversified Metals & Mining;Japan;8423,0;11673,0;Japan;Nobumasa Kemori;826,9;15976,0;;;
59;59;Sumitomo Mitsui Financial;sumitomo-mitsui-financial;sumitomo-mitsui-financial;Major Banks;Japan;49131,0;58292,0;Japan;Takeshi Kunibe;7223,2;1847732,0;;;
479;479;Sumitomo Mitsui Trust;sumitomo-mitsui-trust;sumitomo-mitsui-trust;Regional Banks;Japan;11346,0;16324,0;Japan;Hitoshi Tsunekage;1017,6;570031,0;;;
605;605;Sumitomo Realty;sumitomo-realty;sumitomo-realty;Real Estate;Japan;8557,0;19253,0;Japan;Junji Takashima;1080,3;48772,0;;;
1970;1970;Sumitomo Rubber;sumitomo-rubber;sumitomo-rubber;Auto & Truck Parts;Japan;8106,0;4557,0;Japan;Tetsuji Mino;415,8;9479,0;;;
1240;1238;Sun Art Retail Group;sun-art-retail-group;sun-art-retail-group;Food Retail;Hong Kong;15127,0;11181,0;Hong Kong;Frederic Holinier;411,3;9173,0;;;
268;267;Sun Hung Kai Properties;sun-hung-kai-properties;sun-hung-kai-properties;Real Estate;Hong Kong;11289,0;46870,0;Hong Kong;Ping Kwok;6949,2;86955,0;;;
265;265;Sun Life Financial;sun-life-financial;sun-life-financial;Life & Health Insurance;Canada;21759,0;25872,0;Canada;Dean Connor;1839,5;205995,0;;;
1945;1944;Sun Pharma Industries;sun-pharma-industries;sun-pharma-industries;Pharmaceuticals;India;4093,0;16823,0;India;Dilip Shanghvi;318,9;9858,0;;;
336;336;SunTrust Banks;suntrust-banks;suntrust-banks;Regional Banks;United States;9858,0;32185,0;Georgia;Bill Rogers Jr.;2449,0;204885,0;Georgia;;
463;463;Sunac China Holdings;sunac-china-holdings;sunac-china-holdings;Construction Services;China;10046,0;19573,0;China;Meng Wang;1653,0;95685,0;;;
203;202;Suncor Energy;suncor-energy;suncor-energy;Oil & Gas Operations;Canada;25743,0;65072,0;Canada;Steven Williams;3034,7;70799,0;;;
637;637;Suncorp Group;suncorp-group;suncorp-group;Diversified Insurance;Australia;10731,0;13609,0;Australia;Michael Cameron;758,9;76540,0;;;
600;600;Suning Appliance;suning;no-pic;Specialty Stores;China;30090,0;19709,0;China;Xiao Wang;640,6;25742,0;;;
1563;1563;Sunny Optical Technology Group;sunny-optical-technology-group;sunny-optical-technology-group;;China;3317,0;19886,0;China;Yang Sun;431,1;2415,0;;;
1783;1783;Sunshine City Group;yango-group;no-pic;;China;4887,0;4725,0;China;Teng Lin;313,1;36032,0;;;
941;941;Suntory Beverage & Food;suntory-beverage-food;suntory-beverage-food;Beverages;Japan;11005,0;14295,0;Japan;Saburo Kogo;696,6;14482,0;;;
1789;1788;Supervalu;supervalu;supervalu;Food Retail;United States;15336,0;623,0;Minnesota;Mark Gross;45,0;4387,0;Minnesota;;
335;335;Surgutneftegas;surgutneftegas;surgutneftegas;Oil & Gas Operations;Russia;19823,0;17192,0;Russia;Vladimir Bogdanov;3337,2;74498,0;;;
1637;1637;Suruga Bank;suruga-bank;suruga-bank;Regional Banks;Japan;1356,0;3149,0;Japan;Mitsuyoshi Okano;406,8;39701,0;;;
1498;1498;Suzano Papel e Celulose;suzano-papel-celulose;no-pic;Paper & Paper Products;Brazil;3501,0;13156,0;Brazil;Antonio Nato;674,4;9049,0;;;
1658;1658;Suzuken;suzuken;suzuken;Pharmaceuticals;Japan;19164,0;4242,0;Japan;Jian Zhang;169,8;11074,0;;;
366;366;Suzuki Motor;suzuki-motor;suzuki-motor;Auto & Truck Manufacturers;Japan;33900,0;27617,0;Japan;Toshihiro Suzuki;1946,0;31414,0;;;
460;460;Svenska Handelsbanken;svenska-handelsbanken;svenska-handelsbanken;Major Banks;Sweden;6800,0;22636,0;Sweden;Anders Bouvin;1916,9;353867,0;;;
906;906;Swatch Group;swatch-group;swatch-group;Apparel/Accessories;Switzerland;8087,0;25474,0;Switzerland;Georges Hayek Jr.;744,7;13832,0;;;
442;442;Swedbank;swedbank;swedbank;Major Banks;Sweden;6681,0;25271,0;Sweden;Birgitte EMBA;2308,6;294827,0;;;
491;491;Swire Pacific;swire-pacific;swire-pacific;Conglomerates;Hong Kong;10303,0;15141,0;Hong Kong;John Slosar;3345,4;53868,0;;;
469;469;Swiss Life Holding;swiss-life-holding;swiss-life-holding;Life & Health Insurance;Switzerland;19367,0;12263,0;Switzerland;Patrick Frost;1023,1;218561,0;;;
504;504;Swiss Re;swiss-re;swiss-re;Diversified Insurance;Switzerland;42295,0;29931,0;Switzerland;Christian Mumenthaler;351,1;214584,0;;;
561;561;Swisscom;swisscom;swisscom;Telecommunications services;Switzerland;12071,0;23850,0;Switzerland;Urs Schaeppi;1625,8;23858,0;;;
1804;1803;Sydney Airport;sydney-airport;no-pic;Other Transportation;Australia;1131,0;12139,0;Australia;Geoff Culbert;454,2;9639,0;;;
1104;1104;Symantec;symantec;symantec;Software & Programming;United States;4846,0;12132,0;California;Greg Clark;1163,0;15761,0;California;;
340;340;Synchrony Financial;synchrony-financial;synchrony-financial;Consumer Financial Services;United States;14035,0;25745,0;Connecticut;Margaret Keane;2076,0;95559,0;Connecticut;;
1787;1786;Syndicate Bank;syndicate-bank;syndicate-bank;Regional Banks;India;3939,0;1082,0;India;Melwyn Rego;77,2;46291,0;;;
1943;1941;Synnex Technology Intl;synnex-tech-intl;synnex-tech-intl;Electronics;Taiwan;11972,0;2427,0;Taiwan;Shu Tu;201,0;4664,0;;;
1987;1987;Synovus Financial;synovus-financial;synovus-financial;Regional Banks;United States;1473,0;6407,0;Georgia;Kessel Stelling Jr.;306,8;31501,0;Georgia;;
461;461;Sysco;sysco;sysco;Food Retail;United States;57832,0;32728,0;Texas;Tom Bené;1287,0;18629,0;Texas;;
1807;1807;Sysmex;sysmex;sysmex;Medical Equipment & Supplies;Japan;2544,0;18054,0;Japan;Hisashi Ietsugu;353,9;3028,0;;//specials-images.forbesimg.com/imageserve/5cd48a0d5ea6490008c80120/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5cd48a0d5ea6490008c80120/280x425.jpg?fit=scale&background=000000
996;995;T Rowe Price;t-rowe-price;t-rowe-price;Investment Services;United States;5043,0;28625,0;Maryland;Bill Stromberg;1529,8;7374,0;Maryland;;
