Position;Rank;Name;Uri;ImageUri;Industry;Country;Revenue;MarketValue;Headquarters;Ceo;Profits;Assets;State;SquareImage;Thumbnail
1886;1885;Mettler-Toledo International;mettler-toledo-international;no-pic;Conglomerates;United States;2791,0;14315,0;Ohio;Olivier Filliol;376,8;2512,0;Ohio;;
1864;1864;Michael Kors Holdings;michael-kors-holdings;michael-kors-holdings;Apparel/Footwear Retail;United Kingdom;4604,0;9599,0;United Kingdom;John Idol;521,0;4217,0;;;
405;405;Michelin Group;michelin-group;michelin-group;Auto & Truck Parts;France;24769,0;25537,0;France;Jean-Dominique Senard;1905,1;30341,0;;//specials-images.forbesimg.com/imageserve/5ae76c2ca7ea431279832449/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5ae76c2ca7ea431279832449/280x425.jpg?fit=scale&background=000000
1788;1788;Microchip Technology;microchip-technology;microchip-technology;Semiconductors;United States;3981,0;21782,0;Arizona;Steve Sanghi;255,4;8257,0;Arizona;;
221;221;Micron Technology;micron-technology;micron-technology;Semiconductors;United States;25858,0;60099,0;Idaho;Sanjay Mehrotra;10002,0;41263,0;Idaho;;
20;20;Microsoft;microsoft;microsoft;Software & Programming;United States;103313,0;750649,0;Washington;Satya Nadella;14211,0;245497,0;Washington;//specials-images.forbesimg.com/imageserve/5c13c8efa7ea4370591a59fa/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5c13c8efa7ea4370591a59fa/280x425.jpg?fit=scale&background=000000
245;245;Midea Group;midea-group;midea-group;Household Appliances;China;37837,0;55671,0;China;Hongbo Fang;2744,0;40143,0;;//specials-images.forbesimg.com/imageserve/5b1948b1a7ea436b547fafcf/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5b1948b1a7ea436b547fafcf/280x425.jpg?fit=scale&background=000000
1481;1480;Migdal Insurance;migdal-insurance;migdal-insurance;Diversified Insurance;Israel;6626,0;1005,0;Israel;Eran Czerninski;105,5;42213,0;;;
1488;1488;Minebea;minebea;no-pic;Other Industrial Equipment;Japan;7932,0;8650,0;Japan;Yoshihisa Kainuma;535,8;6656,0;;;
1299;1299;Mirae Asset Daewoo;mirae-asset-daewoo;no-pic;Investment Services;South Korea;3316,0;6272,0;South Korea;Ung-Kee Cho;533,0;84654,0;;;
1947;1947;Mirae Asset Life Insurance;mirae-asset-life-insurance;no-pic;Diversified Insurance;South Korea;3075,0;909,0;South Korea;Man-Deok Ha;196,0;33377,0;;;
112;112;Mitsubishi;mitsubishi;mitsubishi;Trading Companies;Japan;68278,0;46356,0;Japan;Takehiko Kakiuchi;5054,2;150794,0;;;
441;441;Mitsubishi Chemical;mitsubishi-chemical;mitsubishi-chemical;Diversified Chemicals;Japan;33604,0;13417,0;Japan;Yoshimitsu Kobayashi;1910,6;44199,0;;;
298;298;Mitsubishi Electric;mitsubishi-electric;mitsubishi-electric;Electrical Equipment;Japan;39981,0;32360,0;Japan;Takeshi Sugiyama;2453,1;40099,0;;;
564;564;Mitsubishi Estate;mitsubishi-estate;mitsubishi-estate;Real Estate;Japan;9736,0;25742,0;Japan;Hirotaka Sugiyama;876,2;51403,0;;;
575;575;Mitsubishi Heavy Industries;mitsubishi-heavy-industries;mitsubishi-heavy-industries;Heavy Equipment;Japan;37090,0;12776,0;Japan;Shunichi Miyanaga;636,0;51600,0;;;
1424;1424;Mitsubishi Materials;mitsubishi-materials;mitsubishi-materials;Diversified Metals & Mining;Japan;14432,0;3832,0;Japan;Hiroshi Yao;312,1;18948,0;;;
810;810;Mitsubishi Motors;mitsubishi-motors;mitsubishi-motors;Auto & Truck Manufacturers;Japan;19781,0;11702,0;Japan;Osamu Masuko;971,0;15565,0;;;
37;37;Mitsubishi UFJ Financial;mitsubishi-ufj-financial;mitsubishi-ufj-financial;Major Banks;Japan;51760,0;86166,0;Japan;Nobuyuki Hirano;8944,1;2774219,0;;;
1133;1133;Mitsubishi UFJ Lease;mitsubishi-ufj-lease;mitsubishi-ufj-lease;Rental & Leasing;Japan;7747,0;6052,0;Japan;David Williams;489,2;49438,0;;;
183;183;Mitsui;mitsui;no-pic;Trading Companies;Japan;44140,0;30342,0;Japan;Tatsuo Yasunaga;3775,8;106316,0;;;
1339;1339;Mitsui Chemicals;mitsui-chemicals;mitsui-chemicals;Specialized Chemicals;Japan;11611,0;5850,0;Japan;Tsutomu Tannowa;674,9;12265,0;;;
399;399;Mitsui Fudosan;mitsui-fudosan;mitsui-fudosan;Real Estate;Japan;15800,0;25362,0;Japan;Hiromichi Iwasa;1406,4;59250,0;;;
1401;1401;Mitsui OSK Lines;mitsui-osk-lines;mitsui-osk-lines;Other Transportation;Japan;14909,0;3586,0;Japan;Koichi Muto;-427,5;19990,0;;;
1527;1527;Mizrahi Tefahot Bank;mizrahi-tefahot-bank;mizrahi-tefahot-bank;Regional Banks;Israel;2273,0;4368,0;Israel;Eldad Fresher;387,7;69159,0;;;
114;114;Mizuho Financial;mizuho-financial;mizuho-financial;Major Banks;Japan;29729,0;46195,0;Japan;Yasuhiro Sato;5124,2;1850368,0;;;
929;929;Mohawk Industries;mohawk-industries;mohawk-industries;Furniture & Fixtures;United States;9683,0;15933,0;Georgia;Jeffrey Lorberbaum;979,5;12560,0;Georgia;;
1675;1674;Molina Healthcare;molina-healthcare;no-pic;Managed Health Care;United States;19625,0;5169,0;California;Joe Zubretsky;-482,0;9133,0;California;;
674;672;Molson Coors Brewing;molson-coors-brewing;molson-coors-brewing;Beverages;United States;10886,0;13100,0;Colorado;Mark Hunter;1470,2;30184,0;Colorado;;
212;211;Mondelēz International;mondelez-international;mondelez-international;Food Processing;United States;26247,0;57867,0;Illinois;Dirk van de Put;3190,0;64503,0;Illinois;;
1132;1132;Mondi;mondi;mondi;Paper & Paper Products;United Kingdom;8008,0;13148,0;United Kingdom;Peter Oswald;756,8;8657,0;;;
427;427;Monsanto;monsanto;monsanto;Specialized Chemicals;United States;14595,0;55147,0;Missouri;Hugh Grant;2491,0;22687,0;Missouri;;
1175;1175;Monster Beverage;monster-beverage;monster-beverage;Beverages;United States;3485,0;27723,0;California;Rodney Sacks;858,7;4740,0;California;//specials-images.forbesimg.com/imageserve/5cd438cb169cc600095ec203/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5cd438cb169cc600095ec203/280x425.jpg?fit=scale&background=000000
1096;1095;Moody's;moodys;moodys;Business & Personal Services;United States;4356,0;33400,0;New York;Raymond McDaniel;1027,9;9014,0;New York;;
50;50;Morgan Stanley;morgan-stanley;morgan-stanley;Investment Services;United States;45587,0;97718,0;New York;James Gorman;6892,0;858495,0;New York;;
1372;1372;Mosaic;mosaic;mosaic;Specialized Chemicals;United States;7765,0;10237,0;Minnesota;James O'Rourke;-64,0;20452,0;Minnesota;;
1667;1667;Moscow Exchange;moscow-exchange;moscow-exchange;Investment Services;Russia;675,0;4541,0;Russia;Alexander Afanasiev;347,4;52592,0;;;
1700;1698;Motherson Sumi Systems;motherson-sumi-systems;motherson-sumi-systems;Auto & Truck Parts;India;8023,0;10610,0;India;Vivek Sehgal;238,6;5364,0;;;
1541;1541;Motorola Solutions;motorola-solutions;motorola-solutions;Aerospace & Defense;United States;6567,0;17571,0;Illinois;Gregory Brown;-115,0;9051,0;Illinois;;
279;279;Munich Re;munich-re;munich-re;Diversified Insurance;Germany;63438,0;34778,0;Germany;Joachim Wenning;756,1;323475,0;;;
632;632;Murata Manufacturing;murata-manufacturing;murata-manufacturing;Electronics;Japan;12378,0;29460,0;Japan;Tsuneo Murata;1318,1;16897,0;;;
1881;1881;Murphy USA;murphy-usa;murphy-usa;Specialty Stores;United States;13071,0;2224,0;Arkansas;R. Clyde;287,6;2252,0;Arkansas;;
1840;1840;Musashino Bank;musashino-bank;musashino-bank;Regional Banks;Japan;532,0;1130,0;Japan;Kikuo Kato;94,5;39938,0;;;
652;652;Mylan;mylan;mylan;Pharmaceuticals;United Kingdom;11866,0;19797,0;United Kingdom;Heather Bresch;716,7;35184,0;;;
587;587;Møller-Maersk;moller-maersk;moller-maersk;Other Transportation;Denmark;34703,0;35057,0;Denmark;Søren Skou;-1150,8;63371,0;;;
1657;1657;NARI Technology Development;nari-technology-development;no-pic;Electrical Equipment;China;3969,0;13300,0;China;Shijie Xiao;500,5;6911,0;;;
1204;1204;NASDAQ;nasdaq;nasdaq;Investment Services;United States;4144,0;15117,0;New York;Adena Friedman;741,0;15790,0;New York;;
1010;1010;NEC;nec;nec;Electronics;Japan;25664,0;7244,0;Japan;Takashi Niino;413,9;26529,0;;;
1493;1493;NEXON;nexon;no-pic;Computer Services;Japan;2262,0;12181,0;Japan;;753,0;5351,0;;;
1965;1964;NH Foods;nh-foods;no-pic;Food Processing;Japan;11448,0;4393,0;Japan;Noboru Takezoe;335,2;7100,0;;;
1830;1830;NH Investment & Securities;nh-investment-securities;nh-investment-securities;Investment Services;South Korea;1303,0;4650,0;South Korea;Young-Chae Jeong;309,7;41000,0;;;
1875;1874;NKT;nkt;no-pic;;Denmark;1669,0;801,0;Denmark;Michael Lyng;1048,2;2441,0;;;
318;318;NN Group;nn-group;nn-group;Life & Health Insurance;Netherlands;19870,0;15289,0;Netherlands;Eilard Friese;2321,3;271599,0;;;
1146;1146;NRG Energy;nrg-energy;nrg-energy;Electric Utilities;United States;10609,0;10993,0;New Jersey;Mauricio Gutierrez;-1696,0;23752,0;New Jersey;;
1485;1485;NSK;nsk;nsk;Other Industrial Equipment;Japan;9206,0;7017,0;Japan;Norio Otsuka;625,4;10271,0;;;
512;512;NTPC;ntpc;ntpc;Electric Utilities;India;11986,0;20530,0;India;Gurdeep Singh;1598,6;39830,0;;;
572;572;NVIDIA;nvidia;nvidia;Semiconductors;United States;10984,0;154509,0;California;Jen-Hsun Huang;3783,0;11460,0;California;;
1393;1393;NVR;nvr;nvr;Construction Services;United States;6443,0;11063,0;Virginia;Paul Saville;600,6;2846,0;Virginia;;
649;649;NXP Semiconductors;nxp-semiconductors;nxp-semiconductors;Semiconductors;Netherlands;9314,0;34024,0;Netherlands;Richard Clemmer;968,0;24127,0;;;
617;617;Nan Ya Plastics;nan-ya-plastics;nan-ya-plastics;Diversified Chemicals;Taiwan;10529,0;22653,0;Taiwan;Ming Tsou;1904,8;19653,0;;;
1990;1990;Nanjing Iron & Steel;nanjing-iron-steel;no-pic;Iron & Steel;China;5906,0;3153,0;China;Yi Huang;552,2;6440,0;;;
1735;1735;Nanto Bank;nanto-bank;nanto-bank;Regional Banks;Japan;655,0;878,0;Japan;Yasuo Ueno;120,0;51782,0;;;
1412;1412;Nanya Technology;nanya-technology;nanya-technology;Semiconductors;Taiwan;2050,0;9647,0;Taiwan;Pei Lee;1475,1;5438,0;;;
531;531;Naspers;naspers;naspers;Broadcasting & Cable;South Africa;6248,0;112824,0;South Africa;Robert Dijk;3483,2;24071,0;;;
125;125;National Australia Bank;national-australia-bank;national-australia-bank;Major Banks;Australia;25578,0;58172,0;Australia;Andrew Thorburn;4116,7;610632,0;;;
529;529;National Bank of Canada;national-bank-of-canada;national-bank-of-canada;Regional Banks;Canada;7238,0;16815,0;Canada;Louis Vachon;1540,0;204642,0;;;
1617;1616;National Bank of Greece;national-bank-of-greece;national-bank-of-greece;Regional Banks;Greece;2434,0;3402,0;Greece;Paul Mylonas;-225,6;77773,0;;;
809;809;National Bank of Kuwait;national-bank-of-kuwait;national-bank-of-kuwait;Regional Banks;Kuwait;3762,0;14983,0;Kuwait;Isam Al-Sager;1043,8;89396,0;;;
455;455;National Commercial Bank;national-commercial-bank;national-commercial-bank;Regional Banks;Saudi Arabia;5951,0;35349,0;Saudi Arabia;Saeed Mohammed;2689,5;116668,0;;;
249;249;National Grid;national-grid;national-grid;Electric Utilities;United Kingdom;18388,0;38489,0;United Kingdom;John Pettigrew;3351,7;77286,0;;;
1209;1209;National Oilwell Varco;national-oilwell-varco;national-oilwell-varco;Oil Services & Equipment;United States;7354,0;15529,0;Texas;Clay Williams;-183,0;20010,0;Texas;;
347;347;Natixis;natixis;natixis;Major Banks;France;10696,0;26002,0;France;Laurent Mignon;1776,0;624400,0;;;
1317;1316;Naver;naver;naver;Computer Services;South Korea;4415,0;22137,0;South Korea;Seong-Sook Han;659,0;7491,0;;;
1409;1409;Navient;navient;navient;Regional Banks;United States;5403,0;3564,0;Delaware;Jack Remondi;330,0;113209,0;Delaware;;
784;784;Neste Oil;neste;no-pic;Oil & Gas Operations;Finland;16096,0;20583,0;Finland;Matti Lievonen;1235,2;9889,0;;;
48;48;Nestle;nestle;nestle;Food Processing;Switzerland;91227,0;237278,0;Switzerland;Ulf Schneider;7297,9;133792,0;;//specials-images.forbesimg.com/imageserve/5cd477755ea6490008c7fe50/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5cd477755ea6490008c7fe50/280x425.jpg?fit=scale&background=000000
1578;1578;NetApp;netapp;netapp;Computer Storage Devices;United States;5751,0;19363,0;California;George Kurian;-5,0;9787,0;California;;
823;823;NetEase;netease;netease;Computer Services;China;8009,0;35157,0;China;Lei Ding;1575,9;10908,0;;;
603;602;Netflix;netflix;netflix;Internet & Catalog Retail;United States;12757,0;141910,0;California;Reed Hastings Jr.;670,8;20153,0;California;//specials-images.forbesimg.com/imageserve/5cd478295ea6490008c7fecd/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5cd478295ea6490008c7fecd/280x425.jpg?fit=scale&background=000000
402;402;New China Life Insurance;new-china-life-insurance;new-china-life-insurance;Life & Health Insurance;China;22089,0;20391,0;China;Feng Wan;937,0;114442,0;;;
1324;1324;New Residential Investment;new-residential-investment;no-pic;Investment Services;United States;2340,0;6044,0;New York;Michael Nierenberg;1440,4;22012,0;New York;//specials-images.forbesimg.com/imageserve/5af30cb7a7ea436b547cc094/416x416.jpg?background=000000&cropX1=0&cropX2=424&cropY1=0&cropY2=424;http://specials-images.forbesimg.com/imageserve/5af30cb7a7ea436b547cc094/280x425.jpg?fit=scale&background=000000
585;585;New World Development;new-world-development;new-world-development;Real Estate;Hong Kong;7635,0;14953,0;Hong Kong;Han-Woo Park;1874,8;59885,0;;;
1473;1472;New York Community;new-york-community-bancorp;no-pic;Thrifts & Mortgage Finance;United States;1815,0;5728,0;New York;Joseph Ficalora;465,2;49655,0;New York;;
544;544;Newell Brands;newell-brands;newell-brands;Household/Personal Care;United States;14493,0;13142,0;New Jersey;Michael Polk;2163,6;33469,0;New Jersey;;
1099;1099;Newmont Mining;newmont-mining;newmont-mining;Diversified Metals & Mining;United States;7506,0;21548,0;Colorado;Gary Goldberg;48,0;20483,0;Colorado;;
1642;1642;News Corp;news-corp;news-corp;Broadcasting & Cable;United States;8385,0;8846,0;New York;Robert Thomson;-1572,0;13372,0;New York;;
1435;1435;Next;next;next;Department Stores;United Kingdom;5272,0;10625,0;United Kingdom;Simon Wolfson;769,3;3643,0;;;
182;182;NextEra Energy;nextera-energy;nextera-energy;Electric Utilities;United States;16372,0;75779,0;Florida;James Robo;8223,0;94284,0;Florida;//specials-images.forbesimg.com/imageserve/5915c80ea7ea434078d3ed6e/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5915c80ea7ea434078d3ed6e/280x425.jpg?fit=scale&background=000000
1825;1825;NiSource;nisource;nisource;Natural Gas Utilities;United States;5027,0;8420,0;Indiana;Joseph Hamrock;193,3;20098,0;Indiana;;
591;591;Nidec;nidec;nidec;Electrical Equipment;Japan;13426,0;46921,0;Japan;Shigenobu Nagamori;1188,9;16631,0;;;
1329;1329;Nielsen;nielsen;nielsen;Printing & Publishing;United States;6656,0;10747,0;New York;Dwight Barns;430,0;16923,0;New York;;
344;344;Nike;nike;nike;Apparel/Accessories;United States;35261,0;110288,0;Oregon;Mark Parker;1804,0;22552,0;Oregon;//specials-images.forbesimg.com/imageserve/5cd4789e169cc600095ece38/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5cd4789e169cc600095ece38/280x425.jpg?fit=scale&background=000000
1373;1373;Nine Dragons Paper Holdings;nine-dragons-paper-holdings;no-pic;Paper & Paper Products;Hong Kong;6814,0;7884,0;Hong Kong;Ming Chung Liu;1011,6;10858,0;;;
660;660;Nintendo;nintendo;nintendo;Recreational Products;Japan;9525,0;59796,0;Japan;Tatsumi Kimishima;1259,0;15362,0;;;
1418;1416;Nippon Express;nippon-express;nippon-express;Trucking;Japan;18003,0;7277,0;Japan;Kenji Watanabe;59,0;14274,0;;;
1796;1795;Nippon Paint;nippon-paint;nippon-paint;Diversified Chemicals;Japan;5398,0;14397,0;Japan;Goh Jin;331,1;8172,0;;;
1916;1915;Nippon Paper Industries;nippon-paper-industries;nippon-paper-industries;Paper & Paper Products;Japan;9349,0;2223,0;Japan;Yoshio Haga;199,5;13112,0;;;
304;304;Nippon Steel & Sumitomo Metal;nippon-steel;nippon-steel;Iron & Steel;Japan;51146,0;19940,0;Japan;Shoji Muneoka;1760,0;71391,0;;;
1697;1697;Nippon Steel Trading;nippon-steel-trading;nippon-steel-trading;Diversified Metals & Mining;Japan;18608,0;1911,0;Japan;Ichiro Miyasaka;196,0;7336,0;;;
46;46;Nippon Telegraph & Tel;nippon-tel-tel;nippon-tel-tel;Telecommunications services;Japan;104808,0;96119,0;Japan;Pedro Salles;7740,7;191106,0;;;
1337;1337;Nippon Yusen;nippon-yusen;nippon-yusen;Other Transportation;Japan;19698,0;3790,0;Japan;Yasumi Kudo;182,0;19483,0;;;
1572;1571;Nishi-nippon Financial Holdings;nishi-nippon-financial-holdings;no-pic;Regional Banks;Japan;1244,0;1938,0;Japan;Isao Kubota;193,7;93669,0;;;
97;97;Nissan Motor;nissan-motor;nissan-motor;Auto & Truck Manufacturers;Japan;106866,0;39720,0;Japan;Hiroto Saikawa;7379,3;173683,0;;//specials-images.forbesimg.com/imageserve/5cd47e9d5ea6490008c7ff91/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5cd47e9d5ea6490008c7ff91/280x425.jpg?fit=scale&background=000000
1311;1310;Nitori Holdings;nitori-holdings;no-pic;Specialty Stores;Japan;5135,0;19044,0;Japan;Akio Nitori;576,4;5159,0;;;
1149;1147;Nitto Denko;nitto-denko;nitto-denko;Diversified Chemicals;Japan;7726,0;12346,0;Japan;Hideo Takasaki;788,4;8818,0;;;
1419;1416;Noble Energy;noble-energy;noble-energy;Oil & Gas Operations;United States;4239,0;16888,0;Texas;David Stover;-600,0;22448,0;Texas;;
1600;1600;Noble Group;noble-group;noble-group;Conglomerates;Hong Kong;25914,0;77,0;Hong Kong;William Randall;-4927,6;4811,0;;;
633;632;Nokia;nokia;nokia;Communications Equipment;Finland;26521,0;35678,0;Finland;Rajeev Suri;-1395,3;48288,0;;;
307;307;Nomura;nomura;nomura;Investment Services;Japan;17795,0;18966,0;Japan;Koji Nagai;1979,1;381677,0;;;
1704;1704;Nomura Research Institute;nomura-research;no-pic;Computer Services;Japan;4254,0;12477,0;Japan;Tadashi Shimamoto;497,6;6137,0;;;
199;199;Nordea Bank;nordea-bank;nordea-bank;Major Banks;Sweden;15196,0;43020,0;Sweden;Casper von Koskull;3508,0;713544,0;;;
1370;1370;Nordstrom;nordstrom;nordstrom;Apparel/Footwear Retail;United States;15478,0;8188,0;Washington;Philip Satre;438,0;8115,0;Washington;;
377;377;Norfolk Southern;norfolk-southern;norfolk-southern;Railroads;United States;10693,0;43059,0;Virginia;James Squires;5519,0;36162,0;Virginia;;
661;660;Norilsk Nickel;norilsk-nickel;norilsk-nickel;Diversified Metals & Mining;Russia;9150,0;27523,0;Russia;Vladimir Potanin;2130,8;16635,0;;;
733;733;Norsk Hydro;norsk-hydro;norsk-hydro;Aluminum;Norway;15540,0;12379,0;Norway;Svein Brandtzæg;1122,2;20224,0;;;
1586;1586;North Pacific Bank;north-pacific-bank;north-pacific-bank;Regional Banks;Japan;1227,0;1459,0;Japan;Junji Ishii;123,5;89332,0;;;
562;562;Northern Trust;northern-trust;northern-trust;Regional Banks;United States;5940,0;24506,0;Illinois;Michael O'Grady;1285,0;129672,0;Illinois;//specials-images.forbesimg.com/imageserve/5a68b6a031358e4955ab87d6/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5a68b6a031358e4955ab87d6/280x425.jpg?fit=scale&background=000000
305;305;Northrop Grumman;northrop-grumman;northrop-grumman;Aerospace & Defense;United States;26271,0;56727,0;Virginia;Wesley Bush;2114,0;34795,0;Virginia;;
1187;1186;Norwegian Cruise Line Holdings;norwegian-cruise-line-holdings;norwegian-cruise-line-holdings;Hotels & Motels;United States;5539,0;11562,0;Florida;Frank Del;801,1;14485,0;Florida;;
63;63;Novartis;novartis;novartis;Pharmaceuticals;Switzerland;50261,0;202983,0;Switzerland;Vasant Narasimhan;8060,0;135526,0;;;
551;551;Novatek;novatek;novatek;Oil & Gas Operations;Russia;10490,0;37876,0;Russia;Leonid Mikhelson;2219,7;18922,0;;;
408;408;Novo Nordisk;novo-nordisk;novo-nordisk;Pharmaceuticals;Denmark;17302,0;116890,0;Denmark;Lars Jørgensen;6081,5;15436,0;;;
861;861;Novolipetsk Steel;novolipetsk-steel;novolipetsk-steel;Iron & Steel;Russia;10701,0;15339,0;Russia;Grigory Fedorishin;1625,1;11230,0;;;
1613;1612;Novozymes;novozymes;novozymes;Biotechs;Denmark;2247,0;14438,0;Denmark;Peder Nielsen;495,3;3058,0;;;
